5556.4
13647.1
25118.3
39450.9
5810.8
14564
26743
40810.8
6474
16381
31496
48651.8
8548
19613
37727.8
57420.8
8509.1
21046.5
38716.6
59132.8
9171.3
23321.2
43916.6
67763.1
10673.2
27384.5
52132.1
78837
12329.4
30458.9
56838
86342.2
13206.4
32364.7
60984.3
93173.7
13730
34300.4
64934.4
97822.5
14221.6
36293.9
67892.2
101893.5
16119.3
39654.4
72058.3
106478.7
15940.9
39528.3
72571.5
109331.7
